CD_ESTRUTURA_COMERCIAL;CD_DIA_CICLO;CD_SEMANA_CICLO;CD_CICLO;RB;PUNTOS
300000491;15;3;201516;28362.23;3873
300000951;7;1;201607;38399.65;2836
300000950;8;2;201517;38794.74;4876
300000950;26;4;201509;32915.82;5240
300000491;4;1;201511;6240.51;1040
300000951;5;1;201514;2616.57;385
300000443;11;2;201715;8092.71;596
300000951;14;2;201502;41904.52;7094
300000950;7;1;201502;19772.81;2998
300000951;2;1;201702;4952.82;449
300000443;9;2;201514;19599.97;3227
300000491;7;1;201503;914.2;192
300000951;18;3;201502;2219.2;465
300000951;3;1;201604;14742.24;1798
300000491;2;1;201716;2259.6;168
300000443;11;2;201710;9030.68;732
300000805;4;1;201712;2163.68;161
300000805;3;1;201609;16156.4;1567
300000950;3;1;201609;6408.19;641
300000805;8;2;201603;11873.6;1702
300000951;11;2;201606;16348.9;1676
300000491;15;3;201609;23595.63;2371
300000951;9;2;201612;33613.88;3023
300000443;2;1;201717;3878.72;265
300000443;12;2;201710;4934;393
300000805;13;2;201505;2194.26;379
300000805;;;201711;11380.9;846
300000443;3;1;201502;5951.36;1048
300000805;20;3;201701;42491.21;4480
300000443;1;1;201601;35670.04;5041
300001309;19;3;201714;3279.42;242
300000951;2;1;201717;12064.98;708
300000805;13;2;201513;5025.26;522
300000951;5;1;201507;1834.89;262
300000805;9;2;201514;31406.42;4775
300000951;5;1;201608;1920.94;188
300000443;7;1;201514;43722.3;5396
300000951;7;1;201501;3416.24;509
300000950;7;1;201517;17705.37;2222
300000491;;;201516;976.16;101
300000951;3;1;201501;4069.28;739
300000491;3;1;201511;9581.5;1870
300000950;21;3;201605;117655.99;11882
300000805;1;1;201601;30809.06;4555
300000951;7;1;201601;8718.09;1054
300000443;21;3;201517;29409.33;3642
300000491;1;1;201601;44074.82;6386
300000443;3;1;201708;3383.79;272
300000491;3;1;201505;6184.52;995
300000443;7;1;201615;40219.6;3878
300000951;16;3;201513;19882.02;2157
300000443;19;3;201613;31341.82;2668
300000805;22;4;201606;2187.3;209
300000443;14;2;201501;15940.68;2992
300000951;10;2;201704;27612.66;2200
300000805;10;2;201607;18181.82;1829
300000950;10;2;201612;35590.38;3187
300000443;11;2;201605;12265.5;1254
300000950;2;1;201509;13839.64;2087
300000491;22;4;201709;3381.31;225
300000951;4;1;201513;1314.34;179
300000951;5;1;201711;5249.1;428
300000805;13;2;201512;2601.19;454
300000443;4;1;201703;3739.19;319
300000491;12;2;201615;18823.33;1830
300000950;11;2;201615;14858.96;1440
300000951;6;1;201801;3320.8;251
300000805;6;1;201604;7056.58;847
300000805;20;3;201609;32435.02;3328
300000950;6;1;201801;7303.64;457
300000951;7;1;201716;3890.6;289
300000805;9;2;201803;12223.81;873
300000491;;;201606;3245.4;325
300000443;19;3;201614;9214.85;959
300000443;14;2;201506;48331.08;7865
300000951;7;1;201507;34543.47;3180
300000443;4;1;201506;4011.93;552
300000950;5;1;201506;7639.01;1278
300000443;20;3;201510;76912.77;13506
300000805;20;3;201510;24354.96;3996
300000491;9;2;201501;7750.67;1382
300000443;11;2;201504;7315.34;1295
300000805;11;2;201504;8277.34;1335
300000491;7;1;201502;7250.49;1313
300000950;13;2;201507;21909.63;3014
300000443;13;2;201507;43798.67;6073
300000805;;;201611;1808.2;151
300000805;4;1;201702;5977.31;557
300000491;19;3;201715;16254.63;1134
300001309;;;201715;1796;121
300000950;16;3;201614;15935.58;1595
300000805;9;2;201707;8723.2;675
300000951;8;2;201507;7051.37;893
300000951;3;1;201506;1663;269
300000950;11;2;201608;16012.25;1684
300000805;4;1;201803;1897;135
300000951;12;2;201504;3442.95;564
300000805;5;1;201504;1503.6;295
300000951;5;1;201803;7009.1;483
300000950;16;3;201602;16440.45;1996
300000950;12;2;201507;10243.46;1508
300000951;19;3;201701;6464.82;582
300000443;;;201703;1928.51;153
300000951;22;4;201516;1623.96;97
300000950;;;201701;2349.9;244
300000491;19;3;201803;31568.59;2301
300000950;5;1;201609;6538.4;687
300001309;8;2;201711;12906.42;1069
300000951;1;1;201802;6720;501
300000443;12;2;201509;13688.61;2158
300000443;19;3;201803;16879.57;1249
300001309;11;2;201715;2341.5;186
300001309;12;2;201801;1767.2;140
300000443;;;201508;576.67;126
300000805;3;1;201606;1644.3;139
300000951;4;1;201701;2184.7;284
300000443;17;3;201502;3598.39;661
300000491;18;3;201502;4432.5;810
300000950;;;201702;1544.2;162
300001309;5;1;201802;3733.01;304
300000951;19;3;201509;4877.55;822
300000950;19;3;201601;24083.83;3669
300000950;18;3;201502;5667.02;1322
300000805;22;4;201713;3635.79;203
300000950;2;1;201711;5649.7;396
300000491;5;1;201501;2728.26;521
300000805;3;1;201501;2002.54;385
300000950;31;5;201514;0.1;50
300000491;3;1;201512;7785.25;1199
300000443;21;3;201603;933.9;105
300000805;17;3;201714;14948.09;1071
300000951;3;1;201507;734.33;114
300000805;21;3;201502;19886.9;3776
300000950;3;1;201702;10941.76;983
300000951;12;2;201711;8374.8;671
300000491;;;201505;604.11;109
300000951;4;1;201706;8597.1;692
300000951;11;2;201501;2220.85;384
300000443;10;2;201703;47787.01;3436
300000950;21;3;201706;317885.87;25275
300000950;15;3;201706;41478.66;3272
300000805;17;3;201610;55597.64;5514
300000950;3;1;201607;20706.7;1814
300000951;16;3;201803;72187.31;4792
300000443;17;3;201803;70649.07;4752
300000950;8;2;201714;42873.16;3082
300000805;28;4;201714;111610.95;8270
300000950;28;4;201714;240788.33;17866
300000443;28;4;201614;156918.17;14404
300000951;1;1;201615;33115.72;3240
300000491;10;2;201708;24698.84;2332
300000951;8;2;201708;30806.43;2746
300000805;18;3;201517;21221.68;2658
300000805;17;3;201512;29011.29;4422
300000491;17;3;201512;31452.48;4692
300000443;12;2;201503;12904.24;2457
300000491;8;2;201610;32273.42;3351
300000805;15;3;201512;32537.92;4881
300000491;16;3;201512;28597.32;4388
300000950;8;2;201710;45208.28;3744
300000443;8;2;201710;27711.89;2177
300000491;17;3;201706;141309.55;10559
300000443;19;3;201505;91605.27;15666
300000950;18;3;201505;26013.56;4519
300000951;7;1;201506;25312.18;3954
300000443;20;3;201505;50799.65;8681
300000805;1;1;201506;23821.51;4065
300000805;14;2;201515;38739.58;5581
300000950;2;1;201614;27814.26;2563
300000491;3;1;201614;13144.11;1208
300000805;3;1;201614;4566.89;446
300000950;9;2;201510;23301.78;3812
300000951;21;3;201515;56926.1;7787
300000950;8;2;201505;9525.72;1573
300000491;21;3;201512;85164.03;13005
300000805;21;3;201512;78478.75;11708
300000951;2;1;201509;8142.88;1265
300000443;3;1;201707;95028.52;4306
300000805;24;4;201706;6216.98;506
300000951;14;2;201704;110126.1;7509
300000491;22;4;201614;27161.17;2546
300000491;23;4;201614;43468.18;4063
300000491;16;3;201716;43610.27;3029
300001309;6;1;201713;294571.31;11540
300000443;11;2;201609;29696.53;2895
300000491;13;2;201609;4161.8;424
300000443;17;3;201602;16438.94;2049
300000805;25;4;201602;37590.37;5459
300000805;15;3;201612;33253.57;3061
300000950;1;1;201617;47993.31;4484
300000950;4;1;201513;1393.52;161
300000805;20;3;201512;22862.97;3504
300000443;2;1;201702;10307.05;988
300000951;7;1;201512;16575.01;2706
300000805;2;1;201512;10816.31;1761
300000491;15;3;201502;13835.59;2503
300000951;21;3;201502;8997.11;1792
300001309;9;2;201801;28140.86;1970
300001309;11;2;201801;6088.4;457
300000443;4;1;201607;4324.72;451
300000951;14;2;201607;38601.38;3525
300000805;27;4;201714;374035.98;27476
300000805;15;3;201713;80609.25;5584
300001309;8;2;201714;25560.68;1751
300000950;16;3;201616;74380.72;5666
300000491;16;3;201616;46958.62;3435
300000951;15;3;201510;35552.41;5697
300000951;19;3;201711;40459.98;3296
300000491;15;3;201712;86026.11;6452
300000951;15;3;201712;64255.95;4830
300000950;7;1;201617;38614.2;3547
300000443;8;2;201617;67545.38;6657
300000805;9;2;201617;37495.61;3555
300000950;17;3;201615;143752.59;14364
300000491;2;1;201802;19868.13;1460
300000951;1;1;201803;35809.52;2315
300000805;9;2;201716;997531.26;39673
300000491;19;3;201704;193751.66;16305
300000443;14;2;201716;24133.64;1382
300000491;7;1;201713;564173.45;22056
300000491;7;1;201801;30042.53;2220
300000950;6;1;201608;26950.16;2840
300000443;14;2;201507;32076.01;4199
300000951;1;1;201604;9113.71;1148
300000951;15;3;201615;150909.35;14238
300000950;14;2;201615;67301.76;6608
300000443;15;3;201615;79664.77;8246
300000491;17;3;201606;58086.81;5932
300000950;10;2;201516;29129.66;3496
300000951;17;3;201516;22643.95;2955
300000443;10;2;201516;11722.27;1613
300000951;18;3;201516;18324.18;2283
300000950;11;2;201516;12869.15;1676
300000805;20;3;201803;300043.19;22068
300000951;15;3;201803;55168;3912
300000443;15;3;201803;53043.8;3621
300000950;13;2;201613;69823.44;5612
300000950;20;3;201801;236261.96;18166
300001309;15;3;201802;24563.6;1811
300000950;20;3;201708;241877.03;23185
300000491;20;3;201708;249018.2;22959
300000950;21;3;201707;206018.06;15343
300000443;12;2;201703;18620.34;1342
300000950;8;2;201604;39434.89;4560
300000951;3;1;201609;17729.45;1815
300000950;17;3;201608;70221.62;7743
300000950;18;3;201608;34073.56;3601
300000491;20;3;201608;27487.91;2978
300000805;16;3;201609;52021.61;5229
300000443;29;5;201602;97117.31;14473
300000951;20;3;201612;249518.92;22550
300000443;1;1;201615;36076.18;3467
300000951;13;2;201711;37874.43;3047
300001309;5;1;201717;8775.76;632
300001309;21;3;201716;118805.96;7234
300000443;21;3;201716;123692.66;7860
300000951;21;3;201716;147269.51;9553
300000950;1;1;201717;64682.54;4740
300000805;4;1;201514;8860.16;1271
300000491;7;1;201514;38568.71;4827
300000443;5;1;201514;8747.39;1351
300000951;12;2;201514;15735.49;2276
300000805;3;1;201602;18162.87;2407
300000950;24;4;201601;1108.32;124
300000950;21;3;201611;241966.98;22385
300000950;16;3;201510;25653.01;4306
300000443;24;4;201714;56952.43;4214
300000805;11;2;201509;24121.95;4689
300000443;9;2;201509;15090.73;3480
300000950;7;1;201703;11835.57;1008
300000491;8;2;201703;21704.62;1721
300000491;23;4;201802;55631.16;3881
300001309;24;4;201802;24926.4;1735
300000491;20;3;201715;260179.35;19163
300000491;11;2;201716;27531.3;1803
300000950;13;2;201716;65801.74;3629
300000805;13;2;201716;67929.89;4136
300000443;27;4;201702;269431.04;22776
300000805;27;4;201702;23243.72;1965
300000951;8;2;201502;7453.22;1334
300000805;22;4;201602;16363.88;2217
300000491;23;4;201602;21291.48;3036
300000951;14;2;201508;37841.93;6371
300000491;9;2;201508;16757.16;2665
300001309;29;5;201714;4426.1;326
300000805;2;1;201803;15517;1036
300000491;21;3;201713;122068.29;8567
300000491;17;3;201515;31880.83;4319
300000491;11;2;201608;19423.1;2055
300000805;9;2;201802;9345.4;698
300000951;28;4;201802;158161.78;10665
300000443;28;4;201802;44285.89;2863
300000951;20;3;201614;12322.07;1175
300000805;15;3;201614;264301;23654
300000951;21;3;201614;19263.47;1780
300001309;17;3;201716;54690.32;3444
300000443;18;3;201716;32806.64;2071
300000805;2;1;201801;13769.33;1026
300000491;16;3;201717;2788.8;0
300000805;19;3;201716;23583.33;1546
300000951;21;3;201703;80601.04;6234
300000951;15;3;201715;67237.33;4867
300000950;22;4;201703;204997.01;16802
300000950;17;3;201704;53210.64;4362
300000805;1;1;201706;21900.36;1773
300000491;6;1;201512;1683.64;270
300000805;11;2;201517;21307.89;2682
300000951;16;3;201517;21796.81;2706
300000805;13;2;201517;4205.82;527
300000950;10;2;201714;53511.06;3796
300000805;16;3;201507;16381.43;2279
300000951;8;2;201613;589723.09;28165
300000805;2;1;201613;4460.28;404
300000950;1;1;201613;42840.02;4235
300001309;13;2;201716;59779.66;3079
300000491;11;2;201515;19629.69;2871
300000950;9;2;201515;24295.76;3316
300000805;10;2;201515;15633.83;2142
300000951;16;3;201609;49380.94;5062
300000491;11;2;201609;27183.52;2729
300000805;3;1;201516;322362.31;21106
300000443;2;1;201516;11534.88;1687
300000950;15;3;201701;47565.76;5162
300000443;16;3;201701;52582.01;5601
300000951;21;3;201610;122005.35;12679
300000951;23;4;201705;58006.2;4479
300000950;16;3;201611;66589.36;6051
300000805;19;3;201505;15638.13;2797
300000443;14;2;201505;32133.28;5415
300000805;22;4;201714;10685.5;787
300000950;10;2;201502;24331.41;4092
300000950;7;1;201601;15946.27;2320
300000443;15;3;201712;53131.31;4121
300000491;8;2;201705;38456.23;3201
300000951;13;2;201705;42843.33;3460
300000491;7;1;201705;34594.9;2779
300000950;7;1;201705;19061.6;1537
300000805;17;3;201514;12391.09;1752
300000950;2;1;201617;20439.04;1964
300000491;17;3;201612;90264.87;7965
300000805;2;1;201705;14386.7;1175
300000951;9;2;201615;54019.06;5202
300000951;1;1;201505;4822.2;750
300000491;7;1;201704;29186.74;2246
300000491;13;2;201603;41950.32;5938
300000491;15;3;201613;78118.76;5677
300001309;9;2;201716;486584.02;19256
300000443;5;1;201613;7748.5;729
300000805;6;1;201613;3499.1;367
300000950;5;1;201613;1545.49;137
300000491;9;2;201716;85274.8;3317
300000950;14;2;201705;87445.59;6979
300000443;8;2;201704;26624.3;1999
300001309;25;4;201802;24476.72;1722
300000950;2;1;201615;29186.27;3171
300000491;4;1;201615;15450.61;1447
300000950;3;1;201615;26685.53;2814
300000443;2;1;201615;10578.42;1231
300000491;26;4;201614;41182.43;3997
300000950;14;2;201714;260704.92;19017
300000443;23;4;201714;16615.21;1231
300000805;19;3;201616;62387.04;4929
300000950;20;3;201616;242092.88;18512
300000443;20;3;201607;202968.47;19231
300000951;6;1;201608;21540.79;2213
300000951;7;1;201608;17427.44;1738
300000805;10;2;201611;12786.88;1149
300000491;17;3;201503;27777.96;5379
300000805;18;3;201503;42518.1;8210
300000443;20;3;201503;78260.22;14654
300000805;17;3;201715;59131.8;4435
300000491;17;3;201715;100213.16;7459
300000443;17;3;201606;79872.29;7953
300000491;3;1;201715;11926.3;877
300000805;14;2;201615;39504.58;3966
300000950;8;2;201803;113702.05;7722
300000950;15;3;201517;38216.13;4765
300000443;7;1;201611;17157.8;1535
300000443;10;2;201512;47058.81;7026
300000951;17;3;201512;40222.18;6563
300000950;8;2;201516;78465.82;6827
300000443;8;2;201516;14464.57;1791
300000805;13;2;201713;55442.82;3846
300000491;14;2;201713;43411.36;3022
300000491;5;1;201608;2727.18;292
300000491;9;2;201515;19102.31;2672
300000950;17;3;201803;64837.09;4270
300000443;20;3;201514;9712.98;1451
300000805;22;4;201514;29012.61;4251
300000443;2;1;201608;27724.37;2775
300000491;20;3;201706;58355.72;4575
300000491;8;2;201513;17962.02;1944
300000950;3;1;201617;8007.53;672
300000491;14;2;201606;47343.39;4825
300000443;20;3;201603;92099.81;13586
300000491;1;1;201604;20120.88;2512
300000950;16;3;201513;28153.12;3131
300000805;11;2;201714;37770.2;2665
300000491;13;2;201707;115869.45;6239
300000443;18;3;201707;32521.59;2095
300000951;20;3;201502;9722.09;1812
300000805;16;3;201711;59501.09;4777
300000491;18;3;201709;41385.89;3092
300000951;17;3;201710;60629.36;5033
300000443;1;1;201504;25823.78;4196
300000805;10;2;201603;8399.67;1243
300000491;10;2;201603;6692.51;949
300001309;18;3;201706;21754.12;1637
300000950;21;3;201513;77472.48;8010
300000443;10;2;201615;23679.84;2411
300000805;10;2;201615;44514.48;4242
300000443;16;3;201706;17646.18;1383
300000951;15;3;201713;94094.59;6267
300000491;14;2;201605;58410.11;5965
300000443;13;2;201605;38404.66;3879
300000805;15;3;201610;21281.62;2191
300000951;1;1;201611;9533.39;866
300000805;6;1;201502;2478.8;407
300000950;8;2;201507;13641.47;1859
300000491;3;1;201710;23987.4;1728
300000491;17;3;201710;118948.95;9918
300000950;15;3;201707;69280.46;4128
300000491;15;3;201707;70982.15;4574
300000951;6;1;201708;14643.1;1268
300000950;8;2;201705;23618.3;1842
300000491;9;2;201705;15941.6;1288
300000491;2;1;201603;13933.56;2050
300000951;13;2;201803;52029.63;3636
300000950;17;3;201505;39645.77;6828
300000950;16;3;201505;60042.01;10153
300000491;23;4;201702;28591.57;2394
300000951;1;1;201703;7597.36;603
300000491;17;3;201702;18156.78;1556
300000950;8;2;201609;25193.28;2551
300000805;2;1;201511;16017.78;2206
300000951;8;2;201511;26337.9;3803
300000805;18;3;201510;40078.69;6972
300000805;7;1;201606;27588.22;2759
300000443;6;1;201606;33741.01;3295
300000491;6;1;201606;7015.5;701
300000805;11;2;201606;23975;2496
300000951;13;2;201602;64997.2;8171
300000950;26;4;201514;27280.93;3878
300000491;26;4;201514;10121.71;1359
300000443;7;1;201701;17399.14;1820
300000950;8;2;201616;759725.29;36303
300000491;12;2;201802;38283.37;2852
300000951;21;3;201802;41528.91;2940
300000443;20;3;201508;100988.78;16292
300000950;13;2;201803;48322.11;3360
300000950;20;3;201706;67676.98;5184
300000951;16;3;201604;35920.75;4314
300000491;1;1;201605;39556.14;3962
300000443;20;3;201501;43591.76;7981
300000951;14;2;201605;56748.57;5754
300000491;7;1;201605;33615.6;3409
300000491;14;2;201801;55879.81;3973
300000950;25;4;201602;12221.82;1624
300001309;6;1;201715;30362.81;2168
300000443;7;1;201616;93233.51;4789
300000491;6;1;201616;444549.42;21502
300001309;9;2;201803;25535.4;1734
300000950;12;2;201803;22463.4;1555
300000491;17;3;201713;107865.92;7687
300000950;8;2;201715;40524;2912
300000805;8;2;201715;39031.3;2729
300000491;8;2;201716;14868.4;1092
300000443;1;1;201610;35123.96;3685
300000950;21;3;201710;269046.38;22500
300000491;21;3;201710;98688.5;8060
300000950;1;1;201711;90604.2;6958
300001309;21;3;201709;61399.31;4761
300000805;21;3;201709;52671.16;4069
300000805;1;1;201710;52505.18;4315
300000951;1;1;201710;35464.99;3003
300000491;25;4;201714;34108.76;2495
300000950;20;3;201713;289636.28;19535
300001309;20;3;201713;231494.57;15336
300000805;15;3;201603;32220.84;4667
300001309;13;2;201717;137472.61;10159
300000805;13;2;201801;13145.95;965
300001309;13;2;201708;40669.28;3641
300000805;8;2;201708;30394.44;2512
300000805;9;2;201612;45735.67;4039
300000951;1;1;201510;10346.99;1712
300000491;16;3;201613;47434.62;4063
300000951;1;1;201614;28373.71;2484
300000950;16;3;201613;83442.47;6896
300000805;13;2;201514;19703.23;2964
300000950;11;2;201708;12172.79;1017
300000950;7;1;201512;29199.61;4849
300000950;13;2;201714;293816.57;20537
300000951;17;3;201605;98908.97;9983
300001309;6;1;201802;16187.23;999
300000805;6;1;201710;39450.35;3127
300000951;12;2;201710;11341.79;967
300000805;13;2;201710;40941.49;3537
300000491;7;1;201516;39145;3764
300000951;21;3;201604;76957.47;9250
300000951;14;2;201602;61337.61;7747
300000443;1;1;201506;32955.13;5344
300000950;8;2;201602;29218.44;3751
300000443;21;3;201516;39806.74;5286
300000951;17;3;201610;100208.58;10305
300000950;10;2;201610;11317.58;1048
300000950;19;3;201610;42628.52;4264
300000491;4;1;201614;22850.27;2091
300000443;27;4;201602;23216.9;3545
300000805;9;2;201708;15005.47;1418
300000491;5;1;201601;3488.98;539
300000443;5;1;201601;5041.43;829
300000491;18;3;201713;17357.62;1214
300000443;19;3;201705;51081.2;4070
300000491;23;4;201706;11257.42;914
300000805;7;1;201706;17065.34;1358
300000491;19;3;201606;37303.65;3868
300000805;21;3;201606;127787.48;13214
300000951;13;2;201703;25966.36;2042
300000951;8;2;201515;18094.66;2304
300000491;2;1;201515;8001.06;1158
300000443;4;1;201508;8003.37;1399
300000951;20;3;201709;383147.45;30018
300000491;3;1;201617;8050.75;709
300000491;5;1;201616;7483.7;682
300000950;4;1;201616;3814.58;393
300000491;4;1;201616;3223.5;291
300000805;6;1;201616;1276.09;110
300000950;12;2;201714;61544.39;4191
300000443;16;3;201516;42398.8;5823
300000805;20;3;201516;10740.79;1239
300000950;15;3;201516;45317.25;5842
300000491;14;2;201701;53353.46;5203
300000805;16;3;201509;13249.43;2055
300000443;15;3;201503;15707.36;2981
300000805;15;3;201509;29247.18;4429
300000950;13;2;201509;98719.09;15106
300000491;20;3;201505;43558.76;7555
300000951;3;1;201512;12069.38;1954
300000951;18;3;201708;40229.32;3441
300000805;2;1;201608;7763.54;805
300000491;12;2;201514;9845.6;1679
