CD_ESTRUTURA_COMERCIAL;CD_DIA_CICLO;CD_SEMANA_CICLO;CD_CICLO;RB;PUNTOS
300001309;3;1;201714;4505.6;323
300000950;4;1;201713;3972.3;322
300000805;14;2;201607;21270.93;2032
300000491;1;1;201715;13889;1036
300000491;27;4;201509;26022.79;4197
300000950;11;2;201509;16386.16;2687
300000491;6;1;201703;2988.3;241
300000805;18;3;201513;41183.26;4365
300000443;26;4;201514;17590.87;2493
300000950;12;2;201606;24979.8;2559
300000491;9;2;201504;17207.23;3247
300000805;4;1;201703;5481.68;440
300000805;7;1;201513;18751.36;1981
300000950;6;1;201513;447298.87;31551
300000805;1;1;201503;17205.87;3333
300000491;12;2;201801;12702.8;921
300000805;4;1;201503;3193.82;592
300000951;12;2;201503;6423.81;1209
300000805;4;1;201604;9309.72;1101
300000950;6;1;201711;27810.4;2236
300000951;5;1;201505;5192.4;855
300000491;1;1;201505;6658.6;1128
300000951;3;1;201716;3614.31;243
300000950;13;2;201506;136335.58;22756
300000805;1;1;201711;49810.44;3868
300000443;9;2;201715;14070.7;1063
300000443;14;2;201516;42192.77;5311
300000443;;;201611;6490.51;540
300000443;9;2;201707;2490.6;140
300000443;3;1;201716;2333.4;160
300000491;9;2;201506;34753.41;5492
300000805;7;1;201501;9922.4;1845
300000805;23;4;201510;1156.06;144
300000951;5;1;201705;3240.7;262
300000443;2;1;201715;5323.5;416
300000491;6;1;201610;31356.02;3214
300000805;6;1;201610;17933.78;1715
300000491;3;1;201610;4919.12;490
300000805;22;4;201517;1954.63;270
300000491;10;2;201710;22167.2;1874
300000951;2;1;201801;17147.2;1299
300000950;14;2;201501;29014.2;5265
300000491;10;2;201506;53749.3;8774
300000951;2;1;201507;1163.59;181
300000951;11;2;201608;14412.26;1591
300000491;13;2;201702;20738.27;1883
300000443;19;3;201517;25491.66;2728
300000443;1;1;201509;47059.11;7374
300000805;3;1;201509;8112.01;1307
300000951;4;1;201712;6211;485
300000443;9;2;201711;14073.53;1131
300000491;2;1;201616;3639.3;335
300000443;14;2;201513;29464.96;3348
300000491;3;1;201509;10145.26;1604
300000951;12;2;201608;9329.19;1050
300000805;6;1;201803;6812.11;456
300000491;9;2;201803;20646.81;1417
300000805;7;1;201604;32343.68;3741
300000950;3;1;201501;7226.9;1315
300000950;5;1;201501;2968.7;517
300000443;4;1;201501;7808.69;1408
300000443;3;1;201501;3401.48;655
300000805;6;1;201501;4050.38;711
300000443;13;2;201801;11194.61;778
300000951;5;1;201801;3481.1;259
300000950;12;2;201511;23201.93;3804
300000951;5;1;201512;4884.51;752
300000491;3;1;201709;13916.61;1067
300001309;7;1;201708;15064.7;1305
300000951;;;201512;978.09;135
300000443;;;201715;8594.2;675
300000951;22;4;201716;3238.05;228
300000951;11;2;201605;8674.9;852
300000805;4;1;201605;6648.85;635
300000443;12;2;201608;10702.41;1109
300000491;2;1;201717;18026.03;1294
300000951;25;4;201614;20797.53;1734
300000491;8;2;201509;25841.61;4119
300000443;8;2;201711;18447.4;1478
300000950;2;1;201712;8937.6;665
300000443;3;1;201610;6838.2;705
300000443;5;1;201506;6886.69;1252
300000805;5;1;201506;3527.16;525
300000443;12;2;201504;4551.69;823
300000491;9;2;201606;20096.72;1956
300000951;5;1;201511;3781.44;459
300000951;19;3;201504;6535.6;987
300000951;17;3;201714;5903.1;430
300000805;18;3;201714;2920.6;203
300000951;11;2;201503;5114.44;1043
300000951;23;4;201510;564.72;99
300000950;4;1;201701;1272.9;128
300000805;7;1;201503;5024.4;976
300000951;13;2;201503;2087.55;397
300000950;4;1;201504;8636.33;1500
300000491;6;1;201608;2128.65;222
300000443;2;1;201510;16631.19;2783
300000805;2;1;201607;3134.5;323
300000805;22;4;201711;1771;143
300000951;;;201707;26163.72;1849
300000491;22;4;201601;1173.08;200
300000805;4;1;201710;3157.7;257
300000950;22;4;201616;2973.6;167
300000491;8;2;201601;8318.56;1072
300000443;2;1;201611;16181.19;1545
300000951;5;1;201610;11025.98;1157
300000443;8;2;201706;9901.9;788
300000950;17;3;201502;14065.8;2806
300000951;2;1;201613;3665.7;383
300000491;5;1;201517;5905.09;745
300000443;6;1;201708;7622.99;659
300000805;23;4;201610;1549.9;134
300000951;22;4;201803;3330.2;229
300000951;25;4;201709;2055.93;173
300000950;6;1;201517;7530.53;974
300000951;4;1;201714;5364.4;388
300000805;22;4;201603;1148.7;188
300000443;3;1;201713;2368.1;207
300000950;6;1;201716;1540.7;114
300000951;12;2;201707;4561.62;323
300000491;29;5;201509;525;2
300000491;19;3;201614;7549.58;588
300000805;4;1;201706;1415.4;114
300000443;15;3;201706;15374.38;1243
300000443;16;3;201610;74648;7604
300000951;2;1;201611;21725;1874
300000805;4;1;201607;152657.17;8085
300000491;15;3;201606;51647.67;5219
300000805;7;1;201607;21929.95;1948
300000951;13;2;201607;39023.02;3534
300000950;5;1;201607;4922.46;515
300000805;10;2;201802;90035.64;6501
300000951;17;3;201803;98094.58;6561
300000491;16;3;201803;67778.23;4345
300000491;21;3;201714;34441.27;2509
300000491;28;4;201614;156700.48;14942
300000950;28;4;201614;203842.43;18793
300000805;18;3;201508;31835.33;4839
300000951;10;2;201708;32749.82;3040
300000950;9;2;201708;19179.99;1872
300000805;17;3;201517;15139.8;2151
300000950;16;3;201512;31702;4795
300000443;11;2;201503;5121.56;975
300000805;8;2;201610;19883.92;1993
300000491;15;3;201512;40445.38;5949
300000491;8;2;201709;17047.21;1468
300000805;22;4;201705;21971.55;1786
300000950;17;3;201706;174608.32;13255
300000951;17;3;201706;119707.05;9169
300000951;20;3;201515;88966.48;12386
300000805;11;2;201510;18866.11;3006
300000491;15;3;201515;39334.71;5690
300000443;27;4;201614;229165.14;21422
300001309;3;1;201707;100765.22;3985
300000443;15;3;201704;71342.63;5823
300000491;3;1;201707;121326.9;4922
300000805;12;2;201609;8777.75;891
300000491;1;1;201512;22833.22;3717
300000491;2;1;201512;12794.87;2048
300000443;;;201613;4443.11;386
300000443;14;2;201502;26912.59;4759
300000805;14;2;201502;33443.51;5875
300000491;16;3;201502;9622.93;1878
300000805;17;3;201716;58476.9;4076
300000950;8;2;201717;63575.32;4522
300000951;12;2;201607;6178.76;625
300001309;27;4;201714;208919.46;15300
300000491;15;3;201713;55980.29;3683
300000491;8;2;201714;31621.4;2245
300000491;15;3;201616;71869.38;5506
300000443;16;3;201616;50509.96;3755
300000805;16;3;201616;53608.05;3964
300000805;9;2;201510;33928.77;5296
300000805;19;3;201711;52110.51;4182
300001309;19;3;201711;27586.21;2222
300001309;3;1;201712;18718.09;1395
300000950;19;3;201711;35530.51;2842
300000491;18;3;201615;56710.25;5820
300000805;17;3;201615;33657.33;3408
300000950;16;3;201801;51178.33;3766
300000491;1;1;201802;18674.29;1399
300001309;16;3;201801;28523.86;2116
300000443;21;3;201715;74346.66;5468
300000443;9;2;201716;486255.32;19267
300000491;15;3;201507;31780.66;4386
300000951;21;3;201507;70800.58;10016
300000443;1;1;201508;34495.36;5820
300000491;15;3;201615;59741.94;5966
300000950;15;3;201615;61616.63;6132
300000491;11;2;201614;85646.33;7307
300000805;12;2;201507;4955.04;648
300000491;11;2;201516;34909.22;4462
300000491;12;2;201516;14520.96;1699
300000443;11;2;201516;5860.79;722
300000951;11;2;201803;18379.8;1259
300000950;22;4;201803;2982.8;212
300000950;7;1;201604;38912.87;3812
300000950;6;1;201802;49513.8;3586
300000491;20;3;201801;238374.19;18003
300000951;20;3;201801;227595.68;17657
300001309;20;3;201801;113888.38;8795
300000443;15;3;201802;7435.3;548
300000491;21;3;201707;61143.74;4241
300000805;7;1;201703;15753.77;1259
300000951;11;2;201703;18107.15;1448
300000950;8;2;201703;30923.7;2446
300000951;20;3;201704;217664.27;17647
300000951;22;4;201704;7269.52;582
300000443;17;3;201704;29467.31;2401
300000951;4;1;201609;2618.03;273
300000443;19;3;201608;44357.28;4869
300000491;16;3;201609;89388.44;9188
300000491;30;5;201602;116726.96;17794
300000491;1;1;201603;12832.2;1850
300000950;1;1;201615;58611.65;6075
300000951;;;201614;4359.44;416
300000951;3;1;201717;6683.92;496
300000950;6;1;201514;51585.07;4403
300000950;5;1;201514;13527.33;2008
300000950;3;1;201602;14037.56;1787
300000443;3;1;201602;13967.73;1901
300000443;21;3;201611;193805.17;17872
300000491;22;4;201611;89775.89;8020
300000491;16;3;201510;33084.34;5376
300000491;11;2;201509;51148.98;9257
300000950;14;2;201703;69108.31;5192
300000443;14;2;201703;105820.91;7841
300000950;24;4;201802;45831.86;3152
300000443;24;4;201802;36286.37;2555
300000950;27;4;201802;229550.47;16029
300001309;11;2;201716;11267.88;772
300000950;28;4;201702;225241.79;19061
300000951;8;2;201703;16894.81;1355
300000805;21;3;201602;20798.07;2781
300000950;22;4;201602;36164.2;4900
300000805;23;4;201602;18571.08;3035
300000443;22;4;201602;30383.42;4580
300000805;8;2;201714;16023.7;1116
300000951;1;1;201516;14952.59;1860
300000951;17;3;201608;64884.19;6772
300000443;10;2;201608;25865.76;2559
300000805;18;3;201801;36506.01;2705
300000491;21;3;201801;80205.26;6114
300001309;28;4;201802;102149.94;6639
300000805;13;2;201614;12107.4;1080
300000950;21;3;201708;180125.53;16534
300000951;21;3;201708;127219.78;11826
300000805;21;3;201708;51861.03;4847
300000951;14;2;201706;60600.42;4872
300000805;10;2;201717;33910.93;2410
300000491;7;1;201717;70989.62;4573
300000805;21;3;201716;65209.1;3978
300000491;7;1;201613;403746.66;20521
300000805;8;2;201713;43065.04;3135
300000491;10;2;201703;26695.42;2138
300000805;15;3;201715;54502.35;4133
300000950;3;1;201705;7094.4;569
300000491;6;1;201617;8311.21;817
300000805;17;3;201606;50565.38;5222
300000950;5;1;201512;3917.74;626
300000950;9;2;201613;119803.28;6753
300000443;8;2;201613;34530.36;2957
300000950;18;3;201615;21870.8;1928
300000443;15;3;201507;42919.63;6115
300000443;16;3;201507;30079.33;4153
300000950;3;1;201707;8144.98;670
300000805;4;1;201516;71794.07;5482
300001309;15;3;201714;24768.5;1795
300000951;22;4;201714;26900.23;1986
300000950;16;3;201714;37243.15;2719
300000443;15;3;201701;60336.96;6236
300000805;3;1;201715;13078;965
300000950;7;1;201715;77495.41;5500
300000950;19;3;201704;218064.96;17823
300000443;15;3;201705;50197.29;3959
300000805;17;3;201611;53782.12;4987
300000951;2;1;201612;20813.15;1957
300000805;16;3;201611;67710.64;6334
300000443;10;2;201617;61224.82;5872
300000950;6;1;201601;18226.37;2589
300000491;9;2;201601;17812.78;2432
300000443;9;2;201705;34202.6;2721
300000443;20;3;201704;132704.14;10976
300000805;14;2;201705;33417.4;2595
300000951;23;4;201514;19669.01;2819
300000491;17;3;201514;18300.18;2419
300000491;9;2;201704;20192.36;1588
300000951;14;2;201801;70590.7;5062
300000443;14;2;201801;20130.01;1360
300000951;10;2;201717;97000.85;6835
300000491;8;2;201801;49955.06;3406
300000805;18;3;201613;61991.08;5322
300000950;5;1;201714;11789.2;861
300000951;11;2;201613;15421.18;1292
300001309;8;2;201709;21050.44;1697
300000951;16;3;201714;5689.52;421
300000950;17;3;201801;77212.33;5580
300000491;17;3;201801;67658.05;5028
300000491;14;2;201714;99248.15;7373
300000805;1;1;201704;24425.34;2029
300000491;14;2;201508;34882.11;5484
300001309;12;2;201715;6706;497
300000443;11;2;201601;5152.27;1000
300000443;12;2;201601;3728.57;607
300000950;26;4;201802;39478.16;2565
300000950;10;2;201512;34363.63;5001
300000951;7;1;201712;54921.36;4053
300000950;18;3;201711;42025.27;3369
300000491;;;201607;5121.15;461
300000951;21;3;201705;50882.79;4078
300001309;17;3;201803;54131.92;3536
300000443;2;1;201602;21499.53;2808
300000491;24;4;201601;4500.71;576
300000491;3;1;201608;20970.7;2148
300000443;7;1;201513;33011.91;3515
300000443;2;1;201617;19221.17;1845
300000805;;;201616;332.51;15
300000805;1;1;201604;23796.77;2886
300000950;14;2;201707;66333.08;4060
300000491;7;1;201615;33889.4;3033
300000951;8;2;201707;21474.38;1602
300000443;20;3;201513;90050.18;10183
300000805;21;3;201513;65227.11;7194
300000491;21;3;201513;103185.78;11447
300000443;21;3;201513;46747.35;5549
300000950;21;3;201503;121949.52;23260
300000951;15;3;201706;55556.08;4412
300000443;17;3;201706;83903.28;6419
300000443;15;3;201713;34954.94;2441
300000805;17;3;201712;86757.69;6918
300000950;17;3;201712;91588.81;7232
300000805;3;1;201705;5875.4;475
300000491;3;1;201502;10237.75;1791
300000491;4;1;201502;11152.81;1870
300000951;13;2;201502;60517.11;10766
300000950;7;1;201507;57144.82;5436
300000491;9;2;201507;12518.99;1851
300000443;15;3;201707;70098.67;4292
300000443;2;1;201705;37215.6;2954
300000491;22;4;201610;1449.8;121
300000805;6;1;201515;10801.53;1448
300000951;10;2;201603;20212.12;2965
300000805;15;3;201611;46345.63;4556
300000951;20;3;201611;221876.04;20384
300000950;6;1;201613;15496.22;1402
300000805;23;4;201505;29865.71;5032
300000491;21;3;201505;72518.81;12236
300000951;23;4;201702;39302.89;3169
300000443;16;3;201702;25015.92;2110
300000805;10;2;201606;19228.11;1948
300000805;7;1;201602;19120.83;2529
300000491;28;4;201514;90827;13226
300000805;28;4;201514;109166.3;16101
300000805;22;4;201607;2097.48;166
300001309;13;2;201709;49806.9;4030
300000443;13;2;201711;24942.01;2005
300000805;15;3;201711;47183.73;3732
300001309;1;1;201713;12142.23;1079
300000491;21;3;201508;51488.24;8499
300000443;21;3;201508;35882.67;5977
300000491;1;1;201509;33925.33;5404
300000950;11;2;201703;36137.38;2474
300001309;3;1;201803;4024.3;280
300000805;13;2;201803;67380.44;4437
300000950;19;3;201710;60616.43;5092
300000443;19;3;201501;9421.46;1734
300000950;18;3;201501;11298.56;2074
300000491;20;3;201501;10049.85;1879
300000443;26;4;201602;12771.24;1968
300000805;2;1;201715;17843;1329
300000443;21;3;201615;92741.03;8851
300000805;7;1;201616;36259.55;2622
300000805;20;3;201605;24747.15;2512
300000951;8;2;201715;36159.7;2461
300000805;13;2;201715;31949.1;2386
300000951;20;3;201609;179847.26;18156
300001309;18;3;201714;3975.3;294
300000491;9;2;201613;25978.95;1818
300000443;15;3;201603;23436.1;3371
300000951;2;1;201604;7088.84;871
300000443;12;2;201801;2150.2;120
300000951;12;2;201717;75397.35;5505
300001309;4;1;201801;10195.6;779
300000950;4;1;201801;7939.4;594
300000491;8;2;201616;36323.81;2395
300000443;16;3;201707;26454.82;1657
300000951;14;2;201611;37697.05;3447
300000950;7;1;201606;32179.12;3288
300000950;22;4;201509;42174.52;6570
300000805;23;4;201509;30338.69;4741
300000950;25;4;201509;25287.68;4074
300000805;25;4;201509;35178.85;5447
300000491;25;4;201509;64779.64;10398
300000443;15;3;201613;80531.43;6758
300000805;16;3;201613;31640.58;2523
300001309;21;3;201710;51148.5;4292
300000951;8;2;201504;7885.18;1271
300000951;14;2;201504;11037.76;1973
300000443;13;2;201514;118342.35;17374
300000491;13;2;201514;18722.87;2923
300001309;16;3;201708;26720.28;2517
300000951;10;2;201716;68852.67;3197
300000443;7;1;201512;21929.08;3597
300000491;8;2;201512;23399.52;3607
300000443;10;2;201714;26848.73;1962
300000951;16;3;201605;24800.16;2498
300000951;15;3;201605;37375.53;3806
300000443;8;2;201605;29594.15;2978
300000443;10;2;201605;31622.05;3263
300000443;13;2;201802;190467.12;14016
300000491;18;3;201708;18080.34;1690
300000805;18;3;201708;36141.96;3125
300000491;6;1;201709;25734.9;2065
300000805;6;1;201709;21758.38;1769
300000805;11;2;201709;17036.52;1421
300000491;13;2;201710;45930.57;3754
300000950;15;3;201604;44488.48;5221
300000443;7;1;201602;30468.98;3716
300000443;2;1;201506;4131.01;641
300000951;9;2;201506;12367.14;2032
300000951;15;3;201602;26405.58;3692
300000805;9;2;201602;23891.92;2860
300000491;11;2;201602;56895.03;7266
300000950;12;2;201602;21794.23;2840
300000950;14;2;201612;77670.51;7009
300000443;7;1;201702;36075.19;3333
300000443;3;1;201614;16951.39;1516
300000951;11;2;201614;23749.5;2148
300000805;6;1;201717;25929.63;1761
300000950;2;1;201801;20479.1;1574
300000443;13;2;201606;28771.6;2945
300000443;1;1;201510;44372.41;7499
300000491;28;4;201602;13922.91;2265
300000805;29;5;201602;22854.84;3231
300000951;12;2;201601;5202.91;796
300000950;13;2;201617;183953.78;17937
300000951;6;1;201701;26910.49;2771
300000951;22;4;201702;23195;1992
300001309;13;2;201706;41660.74;3356
300000491;13;2;201706;32674.97;2594
300000443;8;2;201512;22349.04;3659
300000443;19;3;201606;30759.02;3179
300000950;4;1;201503;7787.14;1571
300000950;3;1;201508;18658.64;3227
300000950;1;1;201703;51917.98;4161
300000950;13;2;201707;101266.87;5861
300000951;11;2;201616;8272.36;784
300001309;24;4;201714;44438.3;3281
300000491;13;2;201714;284248.75;19606
300000805;2;1;201506;6150.59;949
300000491;20;3;201516;4784.77;559
300000951;4;1;201517;1478.4;0
300000443;17;3;201516;17881.46;1621
300000805;16;3;201516;24518.81;3391
300000805;17;3;201516;27562.75;3121
300000443;13;2;201701;62498.27;6524
300000951;21;3;201701;95821.45;9480
300000491;5;1;201515;5444.97;905
300000443;5;1;201515;5801.2;810
300000950;14;2;201509;96315.31;15058
300000491;16;3;201503;23483.83;4573
300000491;11;2;201511;57795.83;9806
300000805;5;1;201709;3417.51;262
300000443;11;2;201514;16162.65;2597
300000950;10;2;201514;33637.58;4949
300000805;12;2;201514;25180.18;3684
300000951;6;1;201714;70788.26;4242
300000950;6;1;201508;13557.88;1964
300000805;8;2;201709;21264.81;1731
300000950;19;3;201706;39361.74;3073
300000443;20;3;201802;15476.92;1062
300000443;8;2;201608;12998.16;1357
300000491;18;3;201607;72530.94;6801
300000805;7;1;201614;14250.28;1307
300000443;18;3;201615;28288.57;2666
300000951;12;2;201614;31568.75;2848
300000443;6;1;201614;22355.11;2030
300000491;23;4;201502;18441.97;3803
300000805;8;2;201707;13564.49;892
300000491;19;3;201708;39100.19;3657
300000491;1;1;201602;34922.37;4538
300000443;9;2;201710;14878.3;1265
300001309;20;3;201709;188722.4;14477
300000950;18;3;201803;58366.62;3901
300000805;2;1;201717;13786.07;845
300001309;22;4;201802;14633.9;1048
300000443;1;1;201701;17786.89;2072
300000950;16;3;201617;13231.35;1310
300001309;16;3;201707;39173.56;2406
300000491;17;3;201707;98440.26;6930
300001309;18;3;201713;16262.76;1111
300000443;22;4;201605;3883;374
300000491;16;3;201601;40977.97;6497
300000950;16;3;201601;34132.92;4964
300000951;8;2;201802;33288.88;2492
300000951;16;3;201510;28519;4536
300000951;20;3;201604;137086.95;16615
300000951;10;2;201612;11102.17;1004
300000443;6;1;201707;44485.14;2317
300000805;18;3;201602;18921.09;2700
300000951;16;3;201802;9495.3;684
300000951;11;2;201505;1868.2;303
300000491;26;4;201509;24819.95;4007
300000950;3;1;201506;15742.2;2679
300000443;6;1;201506;24120.9;3817
300000491;8;2;201706;13572.16;1122
300000950;10;2;201615;22912.87;2103
300000805;6;1;201615;2210.72;199
300000950;8;2;201713;40814.03;2766
300000951;26;4;201705;52397.28;4157
300000491;8;2;201609;23472.44;2431
300000950;19;3;201708;39502.62;3670
300000951;10;2;201511;26125.54;4350
300000951;7;1;201515;15405.71;2058
300000491;14;2;201708;48164.19;4042
300000491;6;1;201708;15044.49;1231
300000443;21;3;201515;51984.95;7350
300000491;1;1;201516;18704.02;2668
300000950;21;3;201515;75006.85;10577
300000805;5;1;201512;3463.4;592
300000443;15;3;201708;38679.7;3282
300000491;11;2;201704;14454.6;1115
300000805;13;2;201515;13436.44;1956
300000805;10;2;201609;15158.06;1506
300000491;3;1;201605;9596.7;799
300000443;16;3;201504;19362.83;4205
300000491;1;1;201510;32998.95;5400
300000805;12;2;201511;24411.45;3718
300000805;24;4;201702;44130.82;3857
300000951;12;2;201605;14179.65;1355
300000443;4;1;201704;2818.2;231
300000805;21;3;201711;36897.25;3067
300001309;20;3;201711;132370.85;10680
300000950;;;201711;2917.9;238
300000951;5;1;201614;13246.98;1190
300000950;19;3;201613;46991.42;3884
300000491;16;3;201615;73690.91;7460
300000443;8;2;201714;37114.71;2458
300000950;12;2;201501;7767.73;1362
300000805;13;2;201501;4181.41;770
300000950;19;3;201515;23822.65;3411
300000951;6;1;201516;4340.23;673
300000805;3;1;201514;9587.29;1381
300000443;2;1;201514;18099.12;2684
300000805;16;3;201802;24910.77;1761
300000950;18;3;201702;12044.8;1120
300000951;26;4;201702;43279.17;3734
300000491;21;3;201702;33694.56;2958
300000951;2;1;201608;11200.33;1143
300000950;17;3;201607;58247.05;5539
300000805;18;3;201607;51034.34;4869
300000491;10;2;201507;9352.45;1121
300000951;16;3;201715;78573.12;5777
300000443;16;3;201715;58615.21;4246
300000950;11;2;201705;19615.09;1547
300000951;24;4;201702;68345.56;5912
300000951;17;3;201707;70194.76;5017
300000491;7;1;201710;31959.29;2358
300000443;24;4;201502;19653.26;3836
300000443;15;3;201610;49858.24;5034
300000951;16;3;201617;4002.63;419
300000443;20;3;201614;49781.67;4536
300000950;13;2;201602;84860.04;10853
300000491;14;2;201602;61697.52;8008
300000443;20;3;201613;241615.79;19120
300000491;11;2;201617;113108.57;11038
300000491;13;2;201617;35133.69;3516
300000491;16;3;201603;63140.07;8905
300000950;2;1;201611;28735.24;2736
300000805;7;1;201504;13058.97;2199
300000951;4;1;201602;4915.21;683
300000443;18;3;201601;9227.73;1307
300000443;4;1;201503;2467.3;462
300000491;17;3;201711;80980.52;6491
300000951;17;3;201514;4422.15;642
300000443;18;3;201516;11771.85;1443
300000805;1;1;201511;29615.51;4251
300000951;29;5;201705;2752.8;232
300000951;12;2;201610;12503.2;1244
300000951;9;2;201607;8871.27;838
300000491;2;1;201710;30263.79;1549
300000951;7;1;201508;9365.94;1645
300000951;9;2;201507;7464.39;889
300000951;13;2;201507;12056.81;1626
300000805;4;1;201507;4902.14;806
300000951;12;2;201507;4963.28;623
300000805;18;3;201610;51207.62;5163
300000805;10;2;201801;35898.19;2506
300000805;8;2;201510;26669.88;4229
300000491;1;1;201501;11826.89;2004
300000805;12;2;201702;57046.01;5129
300000805;17;3;201605;30713.39;3168
300000443;9;2;201604;25651.87;2911
300000491;10;2;201604;37676.34;4210
300000950;10;2;201709;24301.87;1931
300000805;2;1;201517;29548.42;3787
300000443;2;1;201601;13218.35;1770
300000951;5;1;201503;2026.92;419
300000805;12;2;201706;8148.92;658
300000950;10;2;201508;18836.08;3173
300000951;15;3;201710;33078.2;2843
300000951;18;3;201515;5346.17;715
300000950;8;2;201606;32516.1;3385
300000491;19;3;201508;23627.86;3862
300000805;3;1;201711;4206.5;339
300000443;2;1;201708;8643.6;682
300001309;3;1;201708;16022.1;1360
300000443;;;201610;4783.7;484
300000951;20;3;201513;94914.89;10042
300000951;19;3;201612;39916.38;3608
300001309;17;3;201712;43290.2;3256
300000443;17;3;201612;108725.37;9722
300000951;10;2;201616;16120.96;1289
300001309;17;3;201709;40515.43;3194
300000491;13;2;201510;15700.59;2701
300000950;11;2;201510;7768.1;1326
300000491;20;3;201604;34147.46;4085
300000805;19;3;201604;20397.8;2479
300000951;5;1;201605;12749.7;1289
300000805;9;2;201701;33077.98;3300
300000443;8;2;201701;25450.78;2759
300000950;4;1;201516;2550.93;374
300000951;7;1;201514;38653.67;5564
300000950;3;1;201801;18582.21;1320
300001309;16;3;201709;32090.3;2532
300000951;14;2;201505;12638.14;2198
300000950;6;1;201505;9337.88;1663
300000491;11;2;201505;11093.18;1886
300000805;12;2;201505;11961.58;2186
300000951;5;1;201516;1221.5;154
300000443;3;1;201701;8625.9;835
300000951;21;3;201714;12865;945
300000950;6;1;201509;17899.62;3147
300000805;5;1;201509;9612.16;1546
300000951;17;3;201702;11198.17;881
300000443;19;3;201610;10766.02;1105
300000805;26;4;201802;18734.72;1309
300000443;4;1;201701;7153.99;771
300001309;21;3;201714;9286.48;686
300000491;9;2;201713;52740.39;3361
300000443;16;3;201711;58725.29;4658
300000443;17;3;201611;155600.04;14482
300000950;12;2;201707;2319.79;179
300000951;10;2;201707;24263.11;1782
300000805;12;2;201707;3837.21;317
300001309;18;3;201711;17346.73;1416
300000443;3;1;201609;5541.27;556
300000951;20;3;201505;102883.73;16853
300000443;8;2;201801;33388.73;2375
300000805;20;3;201611;12047.48;1082
300000805;20;3;201703;27461.15;2183
300000950;18;3;201703;35214.88;2810
300000805;11;2;201601;4755.55;779
300000950;15;3;201602;69690.3;10097
300000491;11;2;201607;18169.16;1731
300000443;3;1;201704;13637.5;1109
300000950;10;2;201613;58846.78;4315
300000950;21;3;201701;177278.88;18793
300000805;19;3;201601;13159.95;2014
300000951;6;1;201602;27451.94;3498
300000950;20;3;201601;79860.07;11821
300000491;14;2;201709;59444.8;4860
300001309;7;1;201714;23090.51;1501
300000951;7;1;201714;9818.2;722
300000443;11;2;201713;9741.76;838
300000443;5;1;201715;13366.92;915
300000443;;;201701;1716.5;209
300000443;4;1;201705;7643.1;607
300000443;1;1;201706;23593.48;1638
300001309;2;1;201707;5198.1;417
300001309;5;1;201710;11733.8;861
300000443;6;1;201710;11939.8;1004
300000805;26;4;201714;30640.72;2205
300000805;17;3;201609;27828.08;2821
300000805;12;2;201701;5060;513
300000950;17;3;201514;6970.93;910
300000805;11;2;201716;5301.55;284
300001309;11;2;201710;1712.9;139
300000950;14;2;201606;47730.5;4879
300000951;11;2;201504;2929.07;575
300000491;5;1;201713;9116.78;722
300000443;7;1;201714;18420.94;1247
300000443;8;2;201604;23331.54;2730
300001309;4;1;201710;3278.8;263
300000491;11;2;201506;81849.48;13414
300000443;3;1;201802;7810.11;566
300000805;14;2;201704;30301.06;2493
300000950;15;3;201607;55621.09;5190
300001309;14;2;201711;27683.42;2217
300000443;12;2;201502;7492.7;1306
300000950;12;2;201502;17273.14;2960
300000950;11;2;201502;15098.16;2511
300000443;7;1;201612;54837.14;4950
300000443;1;1;201803;15098.01;1051
300000950;20;3;201517;97075.12;11861
300000805;15;3;201803;30344.51;2110
300001309;10;2;201711;11668.71;945
300000950;2;1;201714;17986.9;1296
300000443;7;1;201506;29839.16;4876
300000950;7;1;201511;19604.01;2837
300000805;18;3;201715;28783.31;2105
300000951;11;2;201508;981.08;148
300000951;9;2;201508;9533.16;1665
300000443;2;1;201508;9095.35;1387
300000951;3;1;201702;10425.83;944
300000951;16;3;201503;15959.49;3054
300000950;13;2;201705;61249.89;4844
300000805;16;3;201503;20452.94;3793
300000951;3;1;201709;6537.6;553
300000491;17;3;201703;47434.78;3550
300000950;18;3;201504;29312.59;5132
300000951;3;1;201505;9448.21;1450
300000951;20;3;201608;128117.62;13665
300000443;19;3;201802;6827.4;514
300000491;5;1;201510;10362.42;1685
300000443;2;1;201517;18344.13;2277
300000805;3;1;201517;25008.66;3251
300000950;18;3;201612;52419.76;4786
300000491;18;3;201612;28980.28;2655
300000443;20;3;201612;174876.76;15738
300000951;29;5;201602;1569.75;193
300000951;14;2;201501;10679.37;1901
300000443;3;1;201709;10470.77;815
300000950;2;1;201713;10528.3;859
300000951;1;1;201502;10128.67;1888
300000443;16;3;201501;15896.63;2958
300000805;17;3;201501;20170.45;3665
300000805;20;3;201507;22050.41;3240
300000950;18;3;201507;21449.43;3102
300000805;19;3;201507;21248.43;2968
300000951;21;3;201607;144686.08;13157
300000805;19;3;201607;37150.5;3503
300000950;18;3;201607;63005.39;6014
300000443;2;1;201507;1884.84;306
300000491;12;2;201605;5200.3;536
300000805;12;2;201712;15826.99;1183
300001309;12;2;201713;8595.39;601
300000443;11;2;201509;11080.79;1836
300000950;1;1;201507;7169.11;1123
300000950;10;2;201602;35083.56;4516
300000443;11;2;201602;19742.23;2601
300000805;12;2;201602;24894.73;3169
300000951;23;4;201709;3686.2;228
300001309;1;1;201714;13911.2;1026
300000805;11;2;201710;11034.38;886
